       959,         0,         0,         1,         0,         4,        11,         1,         4,         0
         0,      1114,         4,         3,         0,         1,         3,         0,        10,         0
         8,         1,       943,        12,        11,         4,        13,        16,        23,         1
         2,         3,        13,       937,         0,        16,         1,        13,        19,         6
         1,         3,         3,         0,       913,         1,        16,         3,         3,        39
         6,         3,         2,        24,         8,       813,        19,         4,         9,         4
        11,         4,         3,         3,        10,        20,       903,         1,         3,         0
         2,        12,        29,         3,         4,         1,         0,       930,         7,        40
         8,         3,         7,        25,        10,        17,         6,         9,       878,        11
        11,         7,         6,        10,        25,         7,         0,        15,         6,       922
