       972,         0,         0,         1,         0,         0,         2,         1,         4,         0
         0,      1126,         3,         0,         0,         0,         2,         2,         2,         0
         2,         3,      1014,         2,         1,         0,         0,         4,         6,         0
         1,         0,         0,       999,         0,         3,         0,         3,         4,         0
         0,         0,         4,         0,       974,         0,         1,         2,         0,         1
         1,         0,         0,         7,         0,       879,         3,         1,         1,         0
         2,         3,         0,         1,         2,         6,       943,         0,         1,         0
         0,         3,         8,         2,         0,         0,         0,      1008,         1,         6
         4,         0,         2,         3,         3,         1,         2,         3,       954,         2
         5,         6,         0,         6,        14,         4,         0,         5,         0,       969
