       976,         0,         0,         0,         0,         0,         1,         2,         1,         0
         0,      1132,         0,         0,         0,         0,         1,         1,         1,         0
         0,         1,      1025,         0,         2,         0,         0,         3,         1,         0
         0,         0,         1,      1006,         0,         3,         0,         0,         0,         0
         0,         0,         0,         0,       979,         0,         0,         0,         1,         2
         2,         0,         0,         6,         0,       881,         1,         1,         0,         1
         3,         2,         1,         0,         2,         2,       946,         0,         2,         0
         0,         2,         3,         0,         0,         0,         0,      1023,         0,         0
         3,         0,         1,         0,         0,         2,         0,         1,       964,         3
         0,         0,         0,         0,         5,         2,         1,         0,         0,      1001
