       972,         0,         1,         0,         0,         2,         1,         1,         3,         0
         0,      1123,         2,         4,         1,         2,         2,         0,         1,         0
         6,         0,      1004,         3,         2,         0,         3,         9,         5,         0
         0,         0,         9,       978,         0,         4,         0,         9,         7,         3
         1,         0,         1,         0,       957,         0,         4,         0,         3,        16
         3,         0,         1,        13,         2,       858,         5,         2,         5,         3
         4,         3,         1,         0,         4,         4,       939,         0,         3,         0
         1,         3,        20,         2,         1,         0,         0,       990,         1,        10
         4,         0,         4,         7,         4,         6,         3,         4,       931,        11
         5,         4,         2,        10,        10,         3,         1,         5,         6,       963
