       973,         0,         1,         0,         0,         1,         1,         0,         3,         1
         0,      1125,         3,         0,         1,         0,         2,         1,         3,         0
         4,         3,      1013,         3,         1,         0,         0,         3,         5,         0
         1,         0,         2,       998,         0,         4,         0,         1,         3,         1
         0,         0,         1,         0,       972,         0,         1,         2,         2,         4
         1,         0,         1,         3,         0,       881,         3,         1,         1,         1
         5,         3,         0,         0,         3,         4,       940,         0,         3,         0
         1,         3,        10,         3,         0,         0,         0,      1006,         1,         4
         5,         0,         2,         2,         1,         1,         1,         3,       957,         2
         5,         5,         0,         2,         5,         1,         0,         3,         1,       987
